,state_in,input_in,state_pred,state_out,timestamp,dt
241,"[-3.83066, -5.99648, 3.10358, -0.427239, 0.134612, -0.051228, 0.892593, -3.05639, 0.767381, 0.00410035, -0.422343, 0.326983, 0.52074]","[0.22247176470588237, 0.22186235294117646, 0.21130588235294118, 0.21187411764705882]","[-4.00912, -5.9502, 3.10228, -0.437783, 0.134158, -0.0702699, 0.886234, -2.89607, 0.772159, -0.055476, -0.59836, 0.172161, 0.460131]","[-4.00698, -5.95076, 3.10278, -0.437783, 0.134158, -0.0702699, 0.886234, -2.82665, 0.753848, -0.0391754, -0.59836, 0.172161, 0.460131]",14.52,0.05999999999999872
242,"[-4.00698, -5.95076, 3.10278, -0.437783, 0.134158, -0.0702699, 0.886234, -2.82665, 0.753848, -0.0391754, -0.59836, 0.172161, 0.460131]","[0.20184117647058822, 0.20150823529411765, 0.19103647058823528, 0.19109882352941177]","[-4.17187, -5.90578, 3.09705, -0.446033, 0.139582, -0.0920736, 0.879258, -2.67313, 0.743192, -0.159812, -0.779002, 0.0595217, 0.400993]","[-4.16987, -5.90634, 3.09758, -0.446033, 0.139582, -0.0920736, 0.879258, -2.60821, 0.725074, -0.142291, -0.779002, 0.0595217, 0.400993]",14.58,0.0600000000000005
243,"[-4.16987, -5.90634, 3.09758, -0.446033, 0.139582, -0.0920736, 0.879258, -2.60821, 0.725074, -0.142291, -0.779002, 0.0595217, 0.400993]","[0.17849647058823528, 0.1783270588235294, 0.1682670588235294, 0.16805411764705883]","[-4.32182, -5.86346, 3.08366, -0.452008, 0.150666, -0.116802, 0.871405, -2.46001, 0.702864, -0.329316, -0.963682, -0.0660798, 0.345419]","[-4.31994, -5.864, 3.08427, -0.452008, 0.150666, -0.116802, 0.871405, -2.39891, 0.685191, -0.308454, -0.963682, -0.0660798, 0.345419]",14.64,0.0600000000000005
244,"[-4.31994, -5.864, 3.08427, -0.452008, 0.150666, -0.116802, 0.871405, -2.39891, 0.685191, -0.308454, -0.963682, -0.0660798, 0.345419]","[0.15440352941176472, 0.1541435294117647, 0.14476, 0.1445435294117647]","[-4.45948, -5.82377, 3.05835, -0.455874, 0.168472, -0.143889, 0.862028, -2.25541, 0.65567, -0.561892, -1.15117, -0.251457, 0.29521]","[-4.4577, -5.82429, 3.05912, -0.455874, 0.168472, -0.143889, 0.862028, -2.1974, 0.638564, -0.53578, -1.15117, -0.251457, 0.29521]",14.7,0.05999999999999872
245,"[-4.4577, -5.82429, 3.05912, -0.455874, 0.168472, -0.143889, 0.862028, -2.1974, 0.638564, -0.53578, -1.15117, -0.251457, 0.29521]","[0.1314, 0.13085999999999998, 0.1223270588235294, 0.12228]","[-4.58527, -5.78696, 3.01766, -0.457955, 0.19447, -0.172181, 0.850184, -2.05762, 0.606127, -0.850505, -1.32772, -0.501927, 0.251853]","[-4.58356, -5.78747, 3.01862, -0.457955, 0.19447, -0.172181, 0.850184, -2.00195, 0.589665, -0.817647, -1.32772, -0.501927, 0.251853]",14.76,0.0600000000000005
246,"[-4.58356, -5.78747, 3.01862, -0.457955, 0.19447, -0.172181, 0.850184, -2.00195, 0.589665, -0.817647, -1.32772, -0.501927, 0.251853]","[0.11133776470588234, 0.11050388235294117, 0.10289576470588235, 0.10304011764705882]","[-4.69946, -5.75307, 2.95863, -0.458634, 0.22912, -0.200156, 0.834923, -1.86335, 0.557885, -1.18356, -1.46227, -0.776644, 0.216038]","[-4.6978, -5.75355, 2.95982, -0.458634, 0.22912, -0.200156, 0.834923, -1.80929, 0.542195, -1.14306, -1.46227, -0.776644, 0.216038]",14.82,0.0600000000000005
247,"[-4.6978, -5.75355, 2.95982, -0.458634, 0.22912, -0.200156, 0.834923, -1.80929, 0.542195, -1.14306, -1.46227, -0.776644, 0.216038]","[0.09616623529411764, 0.09518611764705882, 0.08847082352941175, 0.08871788235294119]","[-4.80203, -5.72193, 2.8791, -0.458262, 0.27078, -0.226131, 0.815806, -1.66625, 0.513004, -1.54618, -1.51219, -1.00511, 0.187083]","[-4.80041, -5.72238, 2.88054, -0.458262, 0.27078, -0.226131, 0.815806, -1.61335, 0.498333, -1.49784, -1.51219, -1.00511, 0.187083]",14.88,0.0600000000000005
248,"[-4.80041, -5.72238, 2.88054, -0.458262, 0.27078, -0.226131, 0.815806, -1.61335, 0.498333, -1.49784, -1.51219, -1.00511, 0.187083]","[0.08772270588235294, 0.08689764705882352, 0.08089941176470587, 0.08111164705882352]","[-4.89249, -5.6933, 2.77781, -0.457208, 0.315463, -0.248445, 0.793548, -1.45535, 0.472082, -1.92209, -1.43284, -1.11424, 0.163271]","[-4.89091, -5.69371, 2.77947, -0.457208, 0.315463, -0.248445, 0.793548, -1.40374, 0.458773, -1.86632, -1.43284, -1.11424, 0.163271]",14.94,0.05999999999999872
249,"[-4.89091, -5.69371, 2.77947, -0.457208, 0.315463, -0.248445, 0.793548, -1.40374, 0.458773, -1.86632, -1.43284, -1.11424, 0.163271]","[0.08772305882352942, 0.0875815294117647, 0.08201141176470587, 0.08204058823529412]","[-4.96954, -5.66692, 2.6544, -0.45607, 0.357558, -0.26561, 0.770456, -1.21427, 0.435167, -2.2957, -1.19445, -1.05842, 0.142651]","[-4.96802, -5.66728, 2.65627, -0.45607, 0.357558, -0.26561, 0.770456, -1.16496, 0.423538, -2.23322, -1.19445, -1.05842, 0.142651]",15.0,0.0600000000000005
250,"[-4.96802, -5.66728, 2.65627, -0.45607, 0.357558, -0.26561, 0.770456, -1.16496, 0.423538, -2.23322, -1.19445, -1.05842, 0.142651]","[0.09754035294117647, 0.098662, 0.09327470588235294, 0.09301494117647058]","[-5.03082, -5.64252, 2.50941, -0.455774, 0.391271, -0.276586, 0.750118, -0.922281, 0.402654, -2.65273, -0.806617, -0.837147, 0.123532]","[-5.02942, -5.64283, 2.51147, -0.455774, 0.391271, -0.276586, 0.750118, -0.877134, 0.39284, -2.58417, -0.806617, -0.837147, 0.123532]",15.06,0.0600000000000005
251,"[-5.02942, -5.64283, 2.51147, -0.455774, 0.391271, -0.276586, 0.750118, -0.877134, 0.39284, -2.58417, -0.806617, -0.837147, 0.123532]","[0.11829882352941178, 0.12083176470588235, 0.11559188235294118, 0.11503035294117647]","[-5.07272, -5.61981, 2.34424, -0.457307, 0.412344, -0.281047, 0.736108, -0.557539, 0.375359, -2.97861, -0.330021, -0.505018, 0.105161]","[-5.0715, -5.62007, 2.34647, -0.457307, 0.412344, -0.281047, 0.736108, -0.519066, 0.367233, -2.90439, -0.330021, -0.505018, 0.105161]",15.12,0.05999999999999872
252,"[-5.0715, -5.62007, 2.34647, -0.457307, 0.412344, -0.281047, 0.736108, -0.519066, 0.367233, -2.90439, -0.330021, -0.505018, 0.105161]","[0.1503470588235294, 0.15374470588235292, 0.1488458823529412, 0.14811882352941175]","[-5.09043, -5.59847, 2.16124, -0.461234, 0.419458, -0.27944, 0.730227, -0.102165, 0.35376, -3.25581, 0.134278, -0.16313, 0.0883461]","[-5.08949, -5.59868, 2.16364, -0.461234, 0.419458, -0.27944, 0.730227, -0.0731494, 0.346998, -3.17626, 0.134278, -0.16313, 0.0883461]",15.18,0.0600000000000005
253,"[-5.08949, -5.59868, 2.16364, -0.461234, 0.419458, -0.27944, 0.730227, -0.0731494, 0.346998, -3.17626, 0.134278, -0.16313, 0.0883461]","[0.1925105882352941, 0.19574235294117648, 0.19155176470588237, 0.1909235294117647]","[-5.07837, -5.57817, 1.96395, -0.467382, 0.414755, -0.272843, 0.731498, 0.453008, 0.337417, -3.46282, 0.482697, 0.0811106, 0.0748353]","[-5.07779, -5.57835, 1.9665, -0.467382, 0.414755, -0.272843, 0.731498, 0.469758, 0.331658, -3.37867, 0.482697, 0.0811106, 0.0748353]",15.24,0.0600000000000005
254,"[-5.07779, -5.57835, 1.9665, -0.467382, 0.414755, -0.272843, 0.731498, 0.469758, 0.331658, -3.37867, 0.482697, 0.0811106, 0.0748353]","[0.24197529411764704, 0.24408470588235295, 0.2409941176470588, 0.24071764705882354]","[-5.03072, -5.55865, 1.75722, -0.47509, 0.403366, -0.262593, 0.736634, 1.1061, 0.326016, -3.57837, 0.654137, 0.143483, 0.0654709]","[-5.03058, -5.5588, 1.75987, -0.47509, 0.403366, -0.262593, 0.736634, 1.10785, 0.32099, -3.49112, 0.654137, 0.143483, 0.0654709]",15.3,0.0600000000000005
255,"[-5.03058, -5.5588, 1.75987, -0.47509, 0.403366, -0.262593, 0.736634, 1.10785, 0.32099, -3.49112, 0.654137, 0.143483, 0.0654709]","[0.29475999999999997, 0.2952094117647059, 0.2933458823529412, 0.2936658823529412]","[-4.94203, -5.53955, 1.54691, -0.483724, 0.39195, -0.249833, 0.741599, 1.84739, 0.322624, -3.58886, 0.650778, 0.0036307, 0.0595816]","[-4.94242, -5.53969, 1.54959, -0.483724, 0.39195, -0.249833, 0.741599, 1.83153, 0.318179, -3.50094, 0.650778, 0.0036307, 0.0595816]",15.36,0.05999999999999872
256,"[-4.94242, -5.53969, 1.54959, -0.483724, 0.39195, -0.249833, 0.741599, 1.83153, 0.318179, -3.50094, 0.650778, 0.0036307, 0.0595816]","[0.3474058823529412, 0.34630470588235296, 0.34551529411764703, 0.3464564705882353]","[-4.80753, -5.52014, 1.33925, -0.492797, 0.386038, -0.235491, 0.743418, 2.66564, 0.337108, -3.49428, 0.530266, -0.252509, 0.056434]","[-4.80853, -5.52027, 1.34187, -0.492797, 0.386038, -0.235491, 0.743418, 2.62964, 0.333027, -3.40881, 0.530266, -0.252509, 0.056434]",15.42,0.0600000000000005
257,"[-4.80853, -5.52027, 1.34187, -0.492797, 0.386038, -0.235491, 0.743418, 2.62964, 0.333027, -3.40881, 0.530266, -0.252509, 0.056434]","[0.39707764705882354, 0.3952482352941176, 0.3953247058823529, 0.3964564705882353]","[-4.62304, -5.4989, 1.13999, -0.501762, 0.387638, -0.220603, 0.741152, 3.55196, 0.385257, -3.30826, 0.370859, -0.487448, 0.0565419]","[-4.6247, -5.49903, 1.14246, -0.501762, 0.387638, -0.220603, 0.741152, 3.49332, 0.380921, -3.22856, 0.370859, -0.487448, 0.0565419]",15.48,0.0600000000000005
258,"[-4.6247, -5.49903, 1.14246, -0.501762, 0.387638, -0.220603, 0.741152, 3.49332, 0.380921, -3.22856, 0.370859, -0.487448, 0.0565419]","[0.4420976470588235, 0.4405, 0.44135411764705884, 0.4421305882352941]","[-4.38481, -5.47334, 0.953815, -0.510086, 0.395093, -0.206276, 0.735638, 4.49982, 0.482953, -3.05162, 0.239841, -0.607703, 0.0612149]","[-4.38723, -5.47351, 0.956031, -0.510086, 0.395093, -0.206276, 0.735638, 4.41605, 0.477086, -2.98062, 0.239841, -0.607703, 0.0612149]",15.54,0.05999999999999872
259,"[-4.38723, -5.47351, 0.956031, -0.510086, 0.395093, -0.206276, 0.735638, 4.41605, 0.477086, -2.98062, 0.239841, -0.607703, 0.0612149]","[0.4824882352941176, 0.48165882352941175, 0.48330117647058823, 0.48348235294117653]","[-4.08951, -5.44023, 0.784151, -0.517733, 0.404909, -0.19298, 0.728533, 5.50244, 0.640362, -2.74402, 0.190178, -0.614227, 0.0712683]","[-4.09276, -5.44049, 0.786044, -0.517733, 0.404909, -0.19298, 0.728533, 5.39127, 0.631106, -2.68389, 0.190178, -0.614227, 0.0712683]",15.6,0.0600000000000005
260,"[-4.09276, -5.44049, 0.786044, -0.517733, 0.404909, -0.19298, 0.728533, 5.39127, 0.631106, -2.68389, 0.190178, -0.614227, 0.0712683]","[0.5190541176470588, 0.5189694117647059, 0.5213694117647059, 0.5211870588235294]","[-3.73427, -5.39593, 0.633505, -0.525593, 0.413937, -0.179625, 0.72121, 6.54983, 0.861786, -2.39784, 0.257367, -0.586755, 0.0864886]","[-3.7384, -5.39635, 0.63503, -0.525593, 0.413937, -0.179625, 0.72121, 6.40954, 0.847029, -2.34993, 0.257367, -0.586755, 0.0864886]",15.66,0.0600000000000005
261,"[-3.7384, -5.39635, 0.63503, -0.525593, 0.413937, -0.179625, 0.72121, 6.40954, 0.847029, -2.34993, 0.257367, -0.586755, 0.0864886]","[0.5525741176470589, 0.5528117647058823, 0.5558658823529411, 0.5558623529411765]","[-3.31694, -5.33662, 0.503971, -0.535379, 0.420648, -0.163306, 0.713972, 7.62663, 1.15204, -2.01621, 0.450704, -0.623053, 0.105855]","[-3.32198, -5.33726, 0.505102, -0.535379, 0.420648, -0.163306, 0.713972, 7.45645, 1.12961, -1.98132, 0.450704, -0.623053, 0.105855]",15.72,0.0600000000000005
262,"[-3.32198, -5.33726, 0.505102, -0.535379, 0.420648, -0.163306, 0.713972, 7.45645, 1.12961, -1.98132, 0.450704, -0.623053, 0.105855]","[0.5833882352941177, 0.5834329411764706, 0.5870305882352942, 0.5877035294117646]","[-2.83646, -5.25794, 0.397721, -0.549029, 0.42513, -0.139949, 0.705866, 8.71031, 1.52496, -1.5953, 0.755042, -0.785236, 0.127871]","[-2.8424, -5.25888, 0.398443, -0.549029, 0.42513, -0.139949, 0.705866, 8.51077, 1.49249, -1.57387, 0.755042, -0.785236, 0.127871]",15.78,0.05999999999999872
263,"[-2.8424, -5.25888, 0.398443, -0.549029, 0.42513, -0.139949, 0.705866, 8.51077, 1.49249, -1.57387, 0.755042, -0.785236, 0.127871]","[0.61154, 0.6110364705882353, 0.6151458823529412, 0.6167129411764707]","[-2.29329, -5.15429, 0.317274, -0.567916, 0.428199, -0.105425, 0.694984, 9.76909, 2.00854, -1.1291, 1.13898, -1.07784, 0.150616]","[-2.30008, -5.1556, 0.317583, -0.567916, 0.428199, -0.105425, 0.694984, 9.54243, 1.96312, -1.12115, 1.13898, -1.07784, 0.150616]",15.84,0.0600000000000005
264,"[-2.30008, -5.1556, 0.317583, -0.567916, 0.428199, -0.105425, 0.694984, 9.54243, 1.96312, -1.12115, 1.13898, -1.07784, 0.150616]","[0.6369858823529412, 0.6358270588235294, 0.6405176470588235, 0.6428682352941176]","[-1.69007, -5.01802, 0.265446, -0.592201, 0.430294, -0.0565638, 0.67893, 10.7588, 2.64305, -0.615365, 1.56784, -1.45774, 0.171672]","[-1.69758, -5.01981, 0.265362, -0.592201, 0.430294, -0.0565638, 0.67893, 10.5094, 2.58131, -0.620072, 1.56784, -1.45774, 0.171672]",15.9,0.0600000000000005
265,"[-1.69758, -5.01981, 0.265362, -0.592201, 0.430294, -0.0565638, 0.67893, 10.5094, 2.58131, -0.620072, 1.56784, -1.45774, 0.171672]","[0.65964, 0.6579364705882353, 0.6632976470588234, 0.6661070588235294]","[-1.03243, -4.83893, 0.244978, -0.620581, 0.430659, 0.00816198, 0.655245, 11.6197, 3.47184, -0.0613921, 2.01292, -1.85755, 0.188414]","[-1.04047, -4.8413, 0.244565, -0.620581, 0.430659, 0.00816198, 0.655245, 11.3542, 3.39098, -0.0762977, 2.01292, -1.85755, 0.188414]",15.96,0.0600000000000005
266,"[-1.04047, -4.8413, 0.244565, -0.620581, 0.430659, 0.00816198, 0.655245, 11.3542, 3.39098, -0.0762977, 2.01292, -1.85755, 0.188414]","[0.6795458823529411, 0.6775447058823529, 0.6836094117647058, 0.6864847058823529]","[-0.329934, -4.60447, 0.257859, -0.650508, 0.427135, 0.0882994, 0.621771, 12.2754, 4.52679, 0.511549, 2.4547, -2.2119, 0.198643]","[-0.338256, -4.60743, 0.257249, -0.650508, 0.427135, 0.0882994, 0.621771, 12.0019, 4.42664, 0.491136, 2.4547, -2.2119, 0.198643]",16.02,0.05999999999999872
267,"[-0.338256, -4.60743, 0.257249, -0.650508, 0.427135, 0.0882994, 0.621771, 12.0019, 4.42664, 0.491136, 2.4547, -2.2119, 0.198643]","[0.6966152941176471, 0.6945964705882353, 0.7013129411764706, 0.7039258823529412]","[0.402924, -4.30077, 0.304466, -0.678753, 0.416553, 0.181157, 0.577027, 12.6375, 5.81229, 1.06683, 2.87166, -2.46154, 0.201629]","[0.394547, -4.30422, 0.303848, -0.678753, 0.416553, 0.181157, 0.577027, 12.363, 5.69716, 1.04725, 2.87166, -2.46154, 0.201629]",16.08,0.05999999999999872
268,"[0.394547, -4.30422, 0.303848, -0.678753, 0.416553, 0.181157, 0.577027, 12.363, 5.69716, 1.04725, 2.87166, -2.46154, 0.201629]","[0.7108423529411765, 0.7090988235294118, 0.7164364705882353, 0.7184917647058823]","[1.1462, -3.91463, 0.382654, -0.702243, 0.395501, 0.281792, 0.520602, 12.6171, 7.29106, 1.55478, 3.24676, -2.5624, 0.198831]","[1.13786, -3.91834, 0.382209, -0.702243, 0.395501, 0.281792, 0.520602, 12.3435, 7.16887, 1.54155, 3.24676, -2.5624, 0.198831]",16.14,0.060000000000002274
269,"[1.13786, -3.91834, 0.382209, -0.702243, 0.395501, 0.281792, 0.520602, 12.3435, 7.16887, 1.54155, 3.24676, -2.5624, 0.198831]","[0.7215364705882353, 0.7203188235294117, 0.7282776470588236, 0.7295764705882353]","[1.87475, -3.43637, 0.487037, -0.719075, 0.360971, 0.383776, 0.453153, 12.1431, 8.8773, 1.92042, 3.58982, -2.49414, 0.193206]","[1.86632, -3.44012, 0.486839, -0.719075, 0.360971, 0.383776, 0.453153, 11.8651, 8.75446, 1.91508, 3.58982, -2.49414, 0.193206]",16.2,0.05999999999999872
270,"[1.86632, -3.44012, 0.486839, -0.719075, 0.360971, 0.383776, 0.453153, 11.8651, 8.75446, 1.91508, 3.58982, -2.49414, 0.193206]","[0.7280141176470588, 0.7274988235294118, 0.7359423529411765, 0.7364717647058824]","[2.55976, -2.86295, 0.608816, -0.728801, 0.311075, 0.480457, 0.375823, 11.1804, 10.4398, 2.11463, 3.91173, -2.28218, 0.187477]","[2.55096, -2.86674, 0.608778, -0.728801, 0.311075, 0.480457, 0.375823, 10.8891, 10.3147, 2.1136, 3.91173, -2.28218, 0.187477]",16.26,0.060000000000002274
271,"[2.55096, -2.86674, 0.608778, -0.728801, 0.311075, 0.480457, 0.375823, 10.8891, 10.3147, 2.1136, 3.91173, -2.28218, 0.187477]","[0.7291035294117647, 0.7291882352941177, 0.7377741176470589, 0.7377458823529411]","[3.17154, -2.20061, 0.73642, -0.731473, 0.246784, 0.565351, 0.290557, 9.74439, 11.8226, 2.10597, 4.11971, -1.96368, 0.184214]","[3.16219, -2.20476, 0.736351, -0.731473, 0.246784, 0.565351, 0.290557, 9.43509, 11.6827, 2.10282, 4.11971, -1.96368, 0.184214]",16.32,0.05999999999999872
272,"[3.16219, -2.20476, 0.736351, -0.731473, 0.246784, 0.565351, 0.290557, 9.43509, 11.6827, 2.10282, 4.11971, -1.96368, 0.184214]","[0.7270529411764706, 0.7274058823529411, 0.7359470588235295, 0.7353411764705883]","[3.68347, -1.46557, 0.856941, -0.727549, 0.173665, 0.632231, 0.201982, 7.91301, 12.876, 1.88746, 4.04729, -1.54436, 0.18722]","[3.67374, -1.47063, 0.856664, -0.727549, 0.173665, 0.632231, 0.201982, 7.59371, 12.703, 1.87703, 4.04729, -1.54436, 0.18722]",16.38,0.05999999999999872
273,"[3.67374, -1.47063, 0.856664, -0.727549, 0.173665, 0.632231, 0.201982, 7.59371, 12.703, 1.87703, 4.04729, -1.54436, 0.18722]","[0.7221494117647059, 0.7225082352941177, 0.7310494117647058, 0.7295223529411765]","[4.07624, -0.682049, 0.958041, -0.719309, 0.101157, 0.677128, 0.117728, 5.82238, 13.5022, 1.48303, 3.6088, -1.04297, 0.199915]","[4.06673, -0.688485, 0.957529, -0.719309, 0.101157, 0.677128, 0.117728, 5.51484, 13.2834, 1.46544, 3.6088, -1.04297, 0.199915]",16.44,0.060000000000002274
274,"[4.06673, -0.688485, 0.957529, -0.719309, 0.101157, 0.677128, 0.117728, 5.51484, 13.2834, 1.46544, 3.6088, -1.04297, 0.199915]","[0.7151941176470589, 0.7153917647058823, 0.7237952941176471, 0.7213023529411765]","[4.34037, 0.122755, 1.03011, -0.711278, 0.0390017, 0.700345, 0.0456, 3.62826, 13.6905, 0.947257, 2.87131, -0.496873, 0.221861]","[4.33189, 0.114944, 1.02951, -0.711278, 0.0390017, 0.700345, 0.0456, 3.35801, 13.4283, 0.928368, 2.87131, -0.496873, 0.221861]",16.5,0.05999999999999872
275,"[4.33189, 0.114944, 1.02951, -0.711278, 0.0390017, 0.700345, 0.0456, 3.35801, 13.4283, 0.928368, 2.87131, -0.496873, 0.221861]","[0.7065705882352941, 0.7066670588235294, 0.7144129411764706, 0.7112682352941176]","[4.47526, 0.924591, 1.06778, -0.708607, -0.00656638, 0.705504, -0.00988957, 1.45506, 13.5131, 0.353108, 2.01753, 0.056647, 0.247317]","[4.46839, 0.915817, 1.06736, -0.708607, -0.00656638, 0.705504, -0.00988957, 1.23988, 13.2223, 0.340929, 2.01753, 0.056647, 0.247317]",16.56,0.05999999999999872
276,"[4.46839, 0.915817, 1.06736, -0.708607, -0.00656638, 0.705504, -0.00988957, 1.23988, 13.2223, 0.340929, 2.01753, 0.056647, 0.247317]","[0.6964670588235294, 0.6967541176470589, 0.702884705882353, 0.6995694117647059]","[4.48558, 1.70578, 1.07036, -0.714963, -0.0347907, 0.696548, -0.0493789, -0.627981, 13.0829, -0.224303, 1.28688, 0.59994, 0.268306]","[4.48061, 1.69659, 1.07031, -0.714963, -0.0347907, 0.696548, -0.0493789, -0.780683, 12.7811, -0.223457, 1.28688, 0.59994, 0.268306]",16.62,0.060000000000002274
277,"[4.48061, 1.69659, 1.07031, -0.714963, -0.0347907, 0.696548, -0.0493789, -0.780683, 12.7811, -0.223457, 1.28688, 0.59994, 0.268306]","[0.6845364705882353, 0.6854458823529412, 0.6889976470588236, 0.6860094117647059]","[4.37818, 2.45553, 1.04132, -0.731425, -0.0503328, 0.675524, -0.0784294, -2.59374, 12.5037, -0.717866, 0.896602, 1.12041, 0.279558]","[4.37513, 2.44637, 1.04176, -0.731425, -0.0503328, 0.675524, -0.0784294, -2.68336, 12.2048, -0.701061, 0.896602, 1.12041, 0.279558]",16.68,0.05999999999999872
278,"[4.37513, 2.44637, 1.04176, -0.731425, -0.0503328, 0.675524, -0.0784294, -2.68336, 12.2048, -0.701061, 0.896602, 1.12041, 0.279558]","[0.6710870588235295, 0.6728670588235294, 0.6733152941176471, 0.6711494117647059]","[4.16051, 3.16789, 0.987634, -0.756337, -0.0614613, 0.642729, -0.105245, -4.4291, 11.8388, -1.07234, 0.941552, 1.57621, 0.281493]","[4.15932, 3.15903, 0.988547, -0.756337, -0.0614613, 0.642729, -0.105245, -4.45887, 11.5503, -1.04, 0.941552, 1.57621, 0.281493]",16.74,0.05999999999999872
279,"[4.15932, 3.15903, 0.988547, -0.756337, -0.0614613, 0.642729, -0.105245, -4.45887, 11.5503, -1.04, 0.941552, 1.57621, 0.281493]","[0.6569623529411764, 0.6593458823529412, 0.6568694117647058, 0.6559894117647059]","[3.84076, 3.83885, 0.918911, -0.785598, -0.0773773, 0.598288, -0.137477, -6.11459, 11.1023, -1.24799, 1.37684, 1.89731, 0.279382]","[3.84123, 3.83038, 0.920235, -0.785598, -0.0773773, 0.598288, -0.137477, -6.09123, 10.8265, -1.20266, 1.37684, 1.89731, 0.279382]",16.8,0.060000000000002274
280,"[3.84123, 3.83038, 0.920235, -0.785598, -0.0773773, 0.598288, -0.137477, -6.09123, 10.8265, -1.20266, 1.37684, 1.89731, 0.279382]","[0.6433, 0.6456317647058823, 0.6409376470588235, 0.64166]","[3.42842, 4.46365, 0.846428, -0.813178, -0.10549, 0.543502, -0.179496, -7.61801, 10.2704, -1.22593, 2.04071, 2.01404, 0.279245]","[3.43027, 4.45554, 0.848084, -0.813178, -0.10549, 0.543502, -0.179496, -7.55113, 10.0061, -1.17004, 2.04071, 2.01404, 0.279245]",16.86,0.05999999999999872
281,"[3.43027, 4.45554, 0.848084, -0.813178, -0.10549, 0.543502, -0.179496, -7.55113, 10.0061, -1.17004, 2.04071, 2.01404, 0.279245]","[0.63156, 0.6330670588235294, 0.6271035294117647, 0.6294623529411765]","[2.93514, 5.03529, 0.78183, -0.832464, -0.149083, 0.481048, -0.231021, -8.89533, 9.30291, -1.01299, 2.7105, 1.92141, 0.284642]","[2.93807, 5.02745, 0.78378, -0.832464, -0.149083, 0.481048, -0.231021, -8.7939, 9.04687, -0.947542, 2.7105, 1.92141, 0.284642]",16.92,0.060000000000002274
